company_name,company_email,company_summary
InterLogic Poland,lbe@interlogic.com.ua,"InterLogic is a Danish-owned outsourcing company that provides software development experts to help clients with their products. They have development offices in Poland and Ukraine and have been working with various industries such as FinTech, Renewable Energy, HRMS, ATS, Payroll, CRM, Biometrics, Healthcare, E-commerce, and Gambling. They offer high levels of qualification and have teams ranging from one-man teams to teams with over a hundred professionals. They prioritize cost,"
Intellias,oleh.piskozub@intellias.com,"Intellias is a global technology partner that specializes in digital consulting, software engineering, technology, operations, and product engineering. They provide cost-effective software solutions and expertise in platform development, cloud & DevOps, cybersecurity, Internet of Things, AI & ML, data & analytics, and intelligent automation. They have industry focus in mobility, financial services & insurance, telecom & media, and retail. Intellias works with leading brands to implement digital capabilities"
Intetics GmbH spółka z ograniczoną odpowiedzialnością Oddział w Polsce,intetics@intetics.com,"Intetics GmbH Spółka z Ograniczoną Odpowiedzialnością Oddział w Polsce is a company that specializes in custom software development. They focus on creating and operating distributed development teams and ensuring software product quality. They offer various IT competences and cater to different industries. Their headquarters is located in Kraków, Poland."
Intive Gmbh sp. z o. o. oddział w Polsce,maria.gorodnik@intive.com,"intive is a company that specializes in digital transformation and provides services in industries such as Automotive, Finance, Media & Communications, Consumer Services, Industrial, and High-Tech. They offer expertise in design and engineering to create impactful business solutions. They have multiple entities and offices located in different countries, including Germany, Poland, UK, USA, Argentina, Ukraine, Ireland, Romania, Uruguay, and Cordoba City."
Intetics Sp. z o.o.,t.baran@intetics.com,The company Intetics is a custom software development company that focuses on creating and operating distributed development teams and ensuring software product quality. They provide services such as custom software application development and the creation of distributed professional teams. They have offices in the United States and Poland.
IP Partner,office@ippartner.eu,"IP Partners PC is a law firm specializing in intellectual property law. They offer services such as patent prosecution, trademark application, copyright registration, and trade secret law. They represent clients in various industries, from computer technology to coffee roasters, and provide support from inception to execution and beyond. They have offices in Saint Louis, Missouri, and Washington D.C. and offer consultations to individuals and businesses in need of intellectual property protection."
IQ SOLUTIONS SP. Z O.O.,iqsolpro@gmail.com,"IQ Solutions is a company that specializes in data-driven solutions to improve the quality of life. They offer a system called route.plus, which is a tool for optimizing the work of sales departments. They also create products for planning the work of sales departments using optimization algorithms. Additionally, they provide services in accounting, tax preparation, bookkeeping, payroll services, advertising, public relations, architectural and engineering services. They have a focus on translating science-based information into"
iStudio sp. z o. o.,pavel@isdigital.pl,"Istudio Spółka Z Ograniczoną Odpowiedzialnością is a company that specializes in the following technical works and skills:

- Działalność portali internetowych (Internet portal activities)
- Projektowanie tworzenie stron (Website design and creation)
- Tworzenie aplikacji mobilnych (Mobile application development)
- Usługi informatyczne (IT services)
- Tworzenie oprogramowania (Software"
IT CONNECT Spółka z ograniczoną odpowiedzialnością,biuro@itconnect.pl,"IT Connect is a Polish company that specializes in IT recruitment and outsourcing. They offer services such as recruitment, personal outsourcing, and Try & Hire. They have been in the industry for over 20 years and have gained the trust of many clients and candidates. They have a team of experienced recruiters who help clients in building their teams. They also provide support to consultants in both short-term and long-term projects. They have a strong focus on building relationships with"
ITDS Polska Sp. z o.o.,hr@itds.pl,"ITDS is a company that specializes in IT engineering outsourcing. They provide expert IT services and support professional development in the technology sector. They offer outsourcing solutions for businesses, including IT contracting, nearshoring, offshoring, system integration, and product development. They have access to the best IT talent in the market and have expertise in various industries. They also focus on individual client requirements and create customized career paths for their team members."
Itransition sp.z  o. o.,a.dudareva-shakuro@itransition.com,"Itransition is a software engineering company that offers a range of technical services including IT consulting, software engineering, application services, managed IT services, DevOps, quality assurance and testing, maintenance and support, and smart teams. They provide solutions in areas such as ERP, CRM, digital commerce, business process management, e-learning, HR management, portals, data analytics and BI, artificial intelligence, robotic process automation, cloud, cyber security, AR and VR"
ITREX Group PL,tatyana.makeyeva@itrexgroup.com,"ITRex Group is a next-gen enterprise software development company that provides IT consulting and enterprise software solutions. They offer a range of technical works and skills, including data analytics, artificial intelligence, automation, blockchain, extended reality, internet of things, mobile development, web development, cloud and DevOps, dedicated team services, QA and testing, technology consulting, UI/UX design, and support and maintenance. They cater to various industries such as healthcare and"
ITSharkz Sp. z o. o.,kacperkostrzewski@itsharkz.com,"ITSharkz is a software company that specializes in providing IT services, including the development of highly performant and scalable web applications using Node.js technologies. They offer services such as consulting for digital transformation, hiring top developers, and testing ideas to become successful. They also have experience in designing, programming, maintaining, and optimizing projects. ITSharkz has a team of skilled developers who can help businesses overcome challenges such as finding and retaining skilled developers"
IT Solutions sp.o.o.,pbhrecruitment@sdsolutions.tech,"It Solutions Sp. z o.o. is a company based in Poland that operates in the computer and IT solutions industry. They provide technical consulting services, advertising and public relations services, and business support services. They also offer electronic parts and equipment installation, as well as electrical work and utility line installation."
ITS Poland  Sp. z o.o.,stepanenko@itspartner.net,"ITS Poland is a company that offers cloud technology solutions and services. They focus on professional growth, development, innovation, creativity, and self-improvement. They also provide travel services and organize tours in cities like Warsaw, Wroclaw, Gdansk, and Krakow. ITS Poland is one of the oldest incoming Poland Tour Operators. They have over 91 years of industry experience and are known for being modern and effective in providing travel services"
IZDAT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,v.morozova@izdat.com,The company Izdat Sp. z o.o. is a computer systems design enterprise based in Poland. They operate in the field of technical works and skills related to computer systems design and development. They aim to establish a comprehensive ecosystem that empowers teams and visionary entrepreneurs in Eastern Europe to build sustainable and innovative solutions. The company's main office is located in Warsaw.
JDOT IT Sp.z.o.o.,andrey.bulynko@jdotteam.com,"I'm sorry, but I am unable to access the search results at the moment. However, based on the information provided in the snippets, JDOT is a Polish software development and IT consulting company. They offer full-cycle software development services and IT consulting services."
JUNIPER ANIMATION STUDIO SP. Z O.O.,gopienkoivan@gmail.com,"The Juniper Animation Studio specializes in delivering high-quality animation commercials, short films, and music videos. They have experience working with AI, VR, and Full Dome technologies. They are also open to expanding their skills and capabilities in these areas. The company is based in Poland, with its headquarters in Warsaw."
JURTIM Sp. z o.o.,JURTIM.PL@GMAIL.COM,"Jurtim Sp. z o.o. is a company based in Poland that specializes in business consulting services, specifically in administrative management and general advisory services. They offer services aimed at improving business operations and achieving business goals."
Kaseya Poland LLC sp. z o.o.,pbh@kaseya.com,Kaseya is a company that provides unified IT management and security software for managed service providers (MSPs) and small to medium-sized businesses (SMBs). They have a presence in Poland and are expanding their global footprint by hiring 500 local engineers over the next three years. Kaseya Poland Llc Sp. z o.o. is based in Krakow and operates in research and development in the social sector. They offer an integrated
Keepit Poland Sp. z o.o.,lkr@keepit.com,Keepit Poland Sp. z o.o. is a company based in Poland that operates in the Textile Product Mills industry. They provide technical works and skills related to textile production and manufacturing.
KITOPI Poland sp. z o. o.,renata.jach@kitopi.com,"Kitopi Poland is a technology company based in Poland. They specialize in computer systems and foodtech. They have a technology hub in Krakow, Poland, where their tech team is located. The company is focused on developing technical solutions for the food industry."
Klabater SA,praca@klabater.com,"Klabater is a company based in Warsaw, Poland that specializes in developing and publishing video games. They have a focus on simulation and strategy games, with titles such as Ruinarch, Crossroads Inn 2, and Strategic Mind: Spirit of Liberty. They also offer job opportunities and have information about their core business and company information on their website."
KLIKA TECH sp. z o.o.,contact@klika-tech.com,"Klika Tech is a global technology solutions and consulting company that specializes in delivering cutting-edge Cloud computing, Internet of Things (IoT), Artificial Intelligence and Machine Learning (AI/ML), and embedded systems solutions. They co-create end-to-end hardware, embedded, and software products for IoT and Cloud intensive industries. They design, build, deploy, and manage edge-to-cloud IoT and AI/ML solutions for their global customers. They are also an"
KLIKA TECH sp. z o.o.,hr@klika-tech.com,"Klika Tech is a global technology solutions and consulting company that specializes in delivering cutting-edge Cloud computing, Internet of Things (IoT), Artificial Intelligence and Machine Learning (AI/ML), and embedded systems solutions. They co-create end-to-end hardware, embedded, and software products for IoT and Cloud intensive industries. They design, build, deploy, and manage edge-to-cloud IoT and AI/ML solutions for their global customers. They are also an"
Komputronik Biznes Sp. z o.o.,rekrutacje@komputronik.pl,"Komputronik Biznes is a company that provides services related to IT consulting, development, support, and maintenance. They offer a wide range of services including cybersecurity, outsourcing IT, network design and audits, software development, cloud computing, and IT support. They also provide hardware solutions and offer various software solutions such as e-commerce, digital signage, document management systems, and CRM systems. They have a team of advisors, engineers, programmers, and"
Komputronik S.A.,rekrutacje@komputronik.pl,"Komputronik is a Polish company that specializes in the distribution of hardware and software solutions, as well as consumer electronics products. They offer a wide range of computer equipment, software, electronic accessories, and home appliances. They also provide IT services such as system integration, infrastructure, and outsourcing. Komputronik caters to both individual customers and businesses of various sizes. They have been operating in the market since 1996 and have branches in"
KONSTRUKT ARCHITECTS SP. Z O.O.,Hron-i@mail.ru,"Konstrukt Architects Sp. z o.o. is a company based in Poland that operates in the residential construction industry. They specialize in architectural design and construction of residential buildings and homes. They have their main office in Warsaw and offer services such as building projects, civil engineering, and wholesale and retail trade of hardware. They are known for their expertise in architecture and design, and have been featured on platforms like Architizer."
Kronos Tech Europe sp. z o.o.,polandbusinessharbour@woo.network,Kronos Tech Europe Sp. z o.o. is a company based in Poland that operates in the field of Computer Systems Design and Technology. They provide technical works and skills related to computer systems design and technology solutions.
KSK Developments Sp. z o.o.,m.kasperek@ksk-dev.com,"KSK Developments is a technology company that specializes in the design and implementation of solutions in the field of Internet of Things (IoT) and Smart City. They offer services such as IoT services, research and development services, and design and implementation services. They also develop electronical devices for IoT and focus on business fields such as traffic infrastructure, smart city, underground construction, and industry. Their goal is to use technology to improve transportation, increase city"
Kyriba Engineering Poland sp. z o. o.,hr_poland@kyriba.com,Kyriba Engineering Poland Sp. z o.o. is a company based in Poland that operates in the field of administrative management and provides financial management solutions. They offer innovative solutions for companies globally and are involved in revolutionizing the FinTech market.
Kyndryl Global Services Delivery Centre Polska Sp. z o.o.,aleksandra.praglowska@kyndryl.com,"Kyndryl is a company that specializes in designing, creating, modernizing, and managing critical technological systems. They provide technological services and consulting. They are part of the Kyndryl group, which separated from IBM's IT infrastructure services in 2021. They have a global services delivery center located in Wrocław, Poland."
LAEUROPE spółka z ograniczoną odpowiedzialnością,legal.advisor@lasoft.org,Laeurope Spółka Z Ograniczoną Odpowiedzialnością is a company based in Poland that operates in the Computer Systems Design and Related Services industry. They specialize in software-related activities.
Lambda Factor sp. z o.o.,poland@lambda-factor.com,"Lambda Factor is a company that offers dedicated development teams to help businesses improve their efficiency. They provide specialists in various technical areas such as frontend (React.js, Vue.js, Angular.js), backend (Java, Node.js, PHP, CMS, Python, .Net, Ruby on Rails), and mobile development (iOS, Android, React Native, Flutter). The company emphasizes flexibility, allowing clients to choose their team members and decide on the number of people they"
LANSOFTDEV PL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,info@lansoft.dev,"LANSOFTDEV PL is a company that specializes in computer programming activities. They are a limited liability company based in Gdańsk, Poland. They have a registered capital of 5,000 PLN. The company is authorized to make statements on behalf of the company by any member of the management board independently."
LEVERX POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,contact-leverx@leverx.com,"LeverX is a global system integrator and software company that specializes in SAP implementation and customization. They are an official partner of SAP and provide software solutions that help businesses automate their processes. LeverX offers services such as IT consulting, solutions, and products related to SAP. They have a strong reputation and partnership with SAP, being an SAP Gold Partner. LeverX Poland is a subsidiary of LeverX, operating in the computer systems design and related industry"
Lichba sp. z.o.o,dusmikeeva@gmail.com,"Lichba Sp. z o.o. is a Polish company that operates in the Engineering Services industry. They provide novel solutions that automate outdoor environmental data analysis and provide recommendations. They also distribute components and accessories for electronic technology, such as power supplies, batteries, stabilizers, recorders, alarms, and pool equipment. They offer services in computer systems design, computing infrastructure, data processing, web hosting, and related services."
LILOGROT sp. z o.o.,info@lilogrot.com,"Lilogrot Sp. z o.o. is a company in Poland that operates in the field of information technology (IT) and specializes in technical works and skills. They offer IT services and solutions, including software development, system integration, and IT consulting. They also provide support and maintenance for IT infrastructure and networks. Additionally, they may offer services related to data management, cybersecurity, and cloud computing."
LinkBook Poland sp. z o.o.,a.fridunzade@linkbook.pl,"Linkbook Poland specializes in software development for the financial market, comprehensive bank automation, implementation of card processing and payment systems, system integration, and technical support for supplied solutions. They have created an Internet service called Linkbook that focuses on managing the life cycle of contact information and optimizing its use."
LOMRAY SOFTWARE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,info@lomray.com,"Lomray Software is a custom software development company that specializes in website and mobile application development. They offer services such as web design, frontend and backend development, Node.js development, React web development, JavaScript development, iOS and Android app development, and more. They have worked with over 30 companies and have experience in developing products for startups, small and middle businesses, and entrepreneurs. They have a global presence and have worked with companies from the USA"
LOVATA sp. z o.o,hr@lovata.com,"LOVATA is a software development company that specializes in providing software product development services based on open-source technologies. They tailor their services to meet the unique business needs of their clients. They operate in the Information Technology and Services industry and are based in Poland. LOVATA offers services in software design and development, creating responsive websites, and computer systems design. They have a team of professionals dedicated to delivering high-quality software solutions."
LPGlo POLAND sp. z o.o,lpglo.poland@gmail.com,"Lpglo Poland Sp. z o.o. is a company based in Poland that operates in the field of computer systems design and related technical consultancy. They offer software development services and have expertise in technical skills such as software programming, system analysis, and project management."
Luware Poland Sp. z o.o.,afralou@luware.com,"Luware develops contact center and routing solutions for Microsoft Teams and Skype. They offer solutions for various needs such as avoiding misconduct, managing call groups and queues, IT helpdesk support, live chat for websites, quality assurance, and reception services. They also provide products like Luware Nimbus and Luware Recording, as well as on-premise solutions. Their solutions include functionality such as workflow editing, skill-based routing, call reporting and analytics, CRM integration,"
LUXDOCS_ALA PIATROVA,LUXDOCS01@GMAIL.COM,"cating to Poland? Poland.Business Harbour offers support for IT specialists, including engineers and those with experience in the IT sector, who are looking to relocate to Poland. They provide assistance with the immigration procedure and offer support for startups, small, medium, and large enterprises in the ICT sector."
Lynx IT Sp. z o. o.,contact@lynx-it.net,"The company Lynx IT specializes in SAP consulting, ABAP development, and SAP UI5/Fiori development. They have a team of highly qualified specialists with experience in implementing and maintaining SAP solutions."
Łatwy Start Sp. z o. o.,info@latwy-start.pl,"Latwy Start is a company in Poland that provides legalization services. They offer consultations and assistance for people who want to immigrate to Poland. Their services include immigration to Poland on a turnkey basis, business immigration, permanent residence permits, and temporary residence cards. They also provide services for company registration and relocation of employees. The company is located at ul. Płocka 5A, loc. 11, 01-231 Warsz"
M&P Digital Solutions sp. z o.o.,daria.majka@muehlemann-popp.ch,"M&P Digital Creative Agency is a full-service marketing agency that specializes in branding, logo design, SEO, PPC, web analytics, website design, and more. They offer digital solutions and services to help businesses with their marketing and online presence."
Mainsoft Sp. z o.o.,contact@mainsoft.org,Mainsoft is a company that provides comprehensive IT services and support to businesses and institutions. They specialize in custom software development and have years of experience delivering complex enterprise-grade software solutions. Mainsoft also offers services in outsourcing and IT consulting.
MAKOLAB SA,tomasz.malecki@makolab.com,"MakoLab is a digital solutions project house that specializes in creating dedicated software for companies. They offer services such as user-inspired digital solutions, quality assurance, human-AI interactions, semantic web and ontologies, connected experiences, and global rollouts and 24/7 support. They use intelligence amplified, which combines technology with human expertise, to drive innovation and efficiency. Their goal is to provide top-quality software that meets their clients' needs quickly and"
MALANKA SP. Z O.O.,malanka.biuro@gmail.com,"Malanka Spółka Z Ograniczoną Odpowiedzialnością is a software engineering company that specializes in developing cutting-edge solutions for business needs. They are located in Warsaw, Poland and their main activity is in the field of insurance agents and brokers. They have been registered since December 15, 2020, and their current status is active. The company is represented by the management board, and their registered address is ul."
ManpowerGroup Solutions SP Z O. O.,adam.jakubowski@pl.experis.com,"ManpowerGroup Poland is a company that specializes in HR solutions, including temporary employment and permanent recruitment. They offer expert and qualified staff search and selection services, particularly in the IT area. They also provide workforce solutions through their Talent Solutions brand, which includes RPO, TAPFIN, and Right Management offerings. ManpowerGroup Poland operates in over 80 countries, has over 28,000 employees, and serves over 400,000 clients."
mDevevelopers,milo@mdevelopers.com,"Google is a company that offers a wide range of technical products and services for developers. They provide tools and platforms for AI, cloud computing, mobile app development, web development, and machine learning. Some of their popular products include Android, Chrome, Firebase, Google Assistant, Google Maps Platform, Google Workspace, TensorFlow, and YouTube. They also offer solutions for advertising, analytics, and monetization, such as AdMob, Google Ads, Google Analytics,"
Meant4 Sp. z o.o.,maciej.perlinski@meant4.com,"Meant4 Software House is a tech startup based in the United States and Poland. They specialize in computer systems design, product design and development, cloud integration, dedicated hosting infrastructure, performance and application scaling, product evaluation and consulting, and infrastructure maintenance and monitoring. They use their expertise to deliver better products and services for their customers and work with technologies such as Python Django, Amazon Cloud, and Google Cloud. They are also hiring IT professionals."
Merkeleon P Sp. z o.o.,merkeleonp@softswiss.com,Merkeleon P Sp. z o.o. is a company based in Poland that operates in the Computer Systems Design and Related Services industry. They offer technical works and skills related to computer systems design and provide services in this field.
MIA CONSULT GROUP Sp. z o.o.,biuro@kodim.pl,"MIA CONSULT GROUP is an outsourcing company that provides comprehensive accounting services in Poland. They offer services such as bookkeeping, tax preparation, payroll services, and registration of companies. They have extensive experience in the field and use modern mechanisms and software solutions in their work. They aim to provide optimal business solutions and professional assistance to their clients, ensuring compliance with procedural and tax regulations."
MBICYCLE POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,mbicycle.us@mbicycle.com,"The company, Mbicycle, is a professional software development company that offers a range of technical services and expertise. They specialize in software engineering, custom software development, mobile app development, cross-platform app development, web app development, front-end development, and app and software modernization. They also provide IT consulting and support, cloud consulting and implementation, and application support and maintenance. Their expertise includes technologies such as Java, .NET, Flutter, React Native"
MEDIACUBE CLICK,job@mediacube.network,"Mediacube offers a range of services and tools for YouTubers to manage their revenue and grow their channels. They have developed an app called MC Pay that allows YouTubers to track their income statistics, withdraw money to various payment methods, and set up express payouts. The platform supports multiple currencies and offers a wide range of withdrawal options, including bank accounts, cards, and crypto wallets. Mediacube also provides services to help You"
Medisfera Sp. z o.o.,w.cwirko@medisfera.pl,"Medisfera is a company that specializes in organizing conferences and congresses in the medical field. They have experience in organizing medical symposiums, conferences, and congresses and offer professional services in event management. They also have a publishing division called Wydawnictwo Medisfera, which publishes materials related to the medical field. Additionally, they offer training courses and workshops in various medical topics."
Mela IT Sp. z o.o.,Iryna.ladysh@gmail.com,"Based on the limited information available, Mela IT Spółka z o.o. is a company in Poland that operates in the field of IT and offers technical services. They may be involved in software development, IT consulting, or other IT-related activities. However, without access to the blocked website, it is difficult to provide a comprehensive summary of their technical works and skills."
Memposit,alexander.zaikov@memposit.com,"Memposit is an IT outsourcing company that specializes in solving technical problems with software. They offer services in frontend, backend, and full-stack development. They have a team of skilled professionals who can transform tech troubles into solutions. Memposit is based in Poland and operates in the computer systems design industry."
MERCURY GT SP. Z O.O.,MERCURYGT.SPZOO@GMAIL.COM,Mercury Gt Sp. z o.o. is a company based in Poland that operates in the computer programming and information service activities. They specialize in software development and provide technical services in the field of computer programming.
Mirantis Poland Sp. z o.o.,ahildebranska@mirantis.com,"Mirantis specializes in enterprise-level private cloud services, with a focus on on-prem and hybrid configurations. They offer managed private cloud solutions and support for Kubernetes and container infra management. They also provide application management and governance tools for Kubernetes, including the Lens AppIQ platform and Lens Desktop IDE. Additionally, Mirantis offers products such as Mirantis Kubernetes Engine (MKE), Mirantis OpenStack for Kubernetes (MOSK), and Mirantis Container Cloud"
MIRATECH GROUP SP z o.o.,travel@miratechgroup.com,"Miratech is a global IT services and consulting company that offers a range of technical solutions and services. They specialize in Google Cloud Migration, Google IoT, Google CCAI, MiraCloud, Smart Enterprise, Artificial Intelligence/Machine Learning, Big Data, Security, Digital Transformation, Infrastructure operations, Assessments and Roadmaps, Engineering Process Improvement, IT Transformation, Project Rescue, Miratech Talent Investment Program, Blockchain, Team Extension, Software Engineering"
Miromind sp. z o.o.,info@miromind.com,"Miromind is a professional SEO agency that specializes in search engine optimization and content marketing solutions. They have over 15 years of experience and offer a range of services including international SEO, off-site optimization, on-page optimization, local SEO, multi-location SEO, Google penalty removal, and more. They also provide content strategy, web design, full stack development, front-end development, digital strategy, and technical support. Miromind has a strong technical"
MITRIX TECHNOLOGY SP. Z O.O.,dblyshchyk@mitrix.io,"Mitrix Technology built a system that collects, stores, and analyzes students' attendance data. They offer various software development solutions, including web development, mobile development, and cloud development. They also provide team augmentation and dedicated development teams. Their team consists of experienced senior- and mid-level software engineers with expertise in technologies such as Haskell, Elm, AWS, GCP, Azure, Microsoft .Net, Angular, React, Node.js, and Salesforce. They"
MLPM sp. z o.o.,marklukyan@gmail.com,"Mlpm Sp. z o.o. is a company in Poland that operates in the field of Professional Employer Organizations. They offer services related to limited liability companies and provide support in various areas such as human resources, payroll, and administration."
MOBILE ANALYTICS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,katarzyna.dlugosz@splitmetrics.com,"Mobile Analytics Poland is a company that specializes in mobile analytics and provides business intelligence solutions. They offer services in designing computer systems and software applications. The company is based in Warsaw, Poland."
Mobile Reality sp. z o.o.,marcin.sadowski@mobilereality.pl,"Mobile Reality is a company that provides custom software development services, specifically tailored to the music and entertainment industry. They specialize in JavaScript custom software development and can deploy products efficiently. They offer services such as web development, mobile development, and React Native custom software development. They have expertise in creating complex, custom software solutions for businesses and can assist with product development, mobile app development, and maintenance and support. They have worked on projects such as DESA Loc"
MocnySoft Sp. z o.o.,info@mocnysoft.com,"MocnySoft is a company that specializes in eCommerce solutions integration and automation. They offer services such as automated inventory management, real-time pricing systems for multiple platforms, omni-channel functionality, and big data storage with information on over 10 million products. They are based in Poland and operate in the computer systems design and related industries."
MODSEN PL,info@modsen-software.com,"Modsen is a software development company that offers custom software development services. They specialize in front-end and back-end development, mobile development, DevOps, and QA & testing. They have a team of over 300 high-performing IT industry enthusiasts who are dedicated to leveraging pioneering technologies. Modsen provides services in various industries such as FinTech, Enterprise, Medtech, Social Networking, Logistics, Travel, IoT, AdTech, and Agriculture. They"
MojaFirma sp. z o. o. ,ds@mojafirma.org,"Based on the available search results, it is difficult to determine the specific technical works and skills of Moja Firma. However, it appears to be a company based in Poland that offers comprehensive business services, including data analysis, content planning, and computer systems design. They may also provide financial information and credit reports. Additionally, Moja Firma operates an incubator for businesses and may offer job opportunities."
Monterail ,marta.dziergwa@monterail.com,"Monterail is a Europe-based company that specializes in AI-enhanced custom software development. They have a team of over 100 web and mobile developers, designers, and QA experts. Their services include software development, product design, and AI solutions. They work with clients to build scalable and technologically proficient web and mobile applications, improve UI/UX practices, and explore how AI can benefit businesses. They have worked with clients such as Merck and"
Monterail ,magdalena.skwarnik-swiatkowska@monterail.com,"Monterail is a Europe-based company that specializes in AI-enhanced custom software development. They have a team of over 100 web and mobile developers, designers, and QA experts. They offer services such as software development, product design, and AI solutions. They have worked with clients such as Pizza Hut and Merck, helping them improve their digital solutions and deliver high-quality results. Monterail prides itself on its ability to understand clients' projects"
Mosaic Poland sp. z o.o.,People@mosaic.co,"Mosaic Poland Sp. z o.o. is a company based in Poland that operates in the field of Computer Systems Design and Related services. They provide technical expertise and solutions in this area. Mosaic Experts Sp. z o.o. is another enterprise based in Poland that operates in the field of Accounting, Tax Preparation, and Bookkeeping services. They offer expertise in financial and accounting matters."
MOTIFE TECHNOLOGY,jobs@motife.com,"MOTIFE is a recruitment and consulting company based in Krakow, Poland. They specialize in helping businesses scale up by providing high-quality tech talent from Poland. They offer services such as IT recruitment, IT staff augmentation, employer of record (EOR) services, and setup and operations management. They work with fast-growing companies and startups from Europe, North America, and the Middle East, helping them build dedicated teams of software engineers and IT professionals."
NAVISPY SP. Z O. O.,navispy@navispy.com,"Navispy Sp. z o.o. is a company based in Poland that operates in the field of computer systems design and related services. They specialize in GPS vehicle monitoring, allowing users to track their vehicles, optimize routes, reduce fuel costs, monitor driver performance, and improve service quality. Additionally, Navispy offers software development services, including the design and development of ERP/CRM systems, SaaS systems, and websites. They provide contact information"
NAVISPY SP. Z O. O.,knud@navispy.com,"Navispy Sp. z o.o. is a company based in Poland that operates in the field of Computer Systems Design and Related services. They offer technical works and skills related to software development and computer systems design. They provide services such as website development and design, software development, and other related technical solutions."
ND Labs Sp. z o.o.,contact@ndlabs.dev,Nd Labs Sp. z o.o. is a company based in Poland that operates in the field of Computer Systems Design and Related services. They offer products and services related to business intelligence tools and commercial offers. They specialize in natural liquid supplements for the whole family.
NEXONTIS Solutions Sp. z o.o.,HR.Poland@nexontis.com,"Nexontis Solutions Sp. z o.o. is an IT solutions and consulting company specializing in providing web and cloud technology development services for SAP Profitability and Performance Management (PaPM). They are part of the Nexontis/msg global family and offer a holistic service spectrum of creative, strategic consulting and intelligent, sustainable, and value-added IT solutions. They are located in Wroclaw, Poland and were established in 2020."
Nextop sp. z o.o.,vg@nextop.inc,"Nextop is a company that specializes in next-generation virtual desktops (VDI) with built-in activity self-monitoring and the world's fastest remote control protocol. They offer encrypted virtual desktops with Windows, Linux, or macOS on board, allowing employees to work from anywhere securely. They also provide a proprietary thin client, a mini computer starting at $90, as an alternative to large and expensive computers. Additionally, Nextop offers an employee activity"
NG Logic,info@nglogic.com,"NG Logic specializes in improving software security by identifying, mitigating, and fixing vulnerabilities in their customers' technology. They leverage standards outlined in the Open Web Application Security Project (OWASP) to ensure the security of their clients' software. They also offer services in Python development, team extension, IT consulting, and digital product development. They have expertise in microservices development, cloud-based systems, blockchain, AI & ML, data engineering, and security."
NIKOLAUS GAMES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,biuro@nikolausgames.com,"The company Nikolaus Games is a dynamic team that specializes in multimedia projects. They create films, 3D animations, VR programs, and computer games. They are based in Wroclaw, Poland."
NOCLOUD,yr@nocloud.zone,"NoCloud is a platform that allows users to build cloud services using their own infrastructure or virtual resources. It provides processes such as self-service and deployment. NoCloud also offers a flexible data source called NoCloud, which allows users to provide user data and metadata to instances without running a network service. Additionally, NoCloud is cloud-native and can run in any OCI environment such as Docker or Kubernetes."
Nordbay,hello@nordbay.com,"The company operates crude oil tankers, specifically the NORDBAY and THALASSA tankers. These tankers were built in 2007 and are currently sailing under the flags of Portugal and Gabon, respectively. The tankers have a carrying capacity of 116,104 tons and are used for transporting crude oil."
Objectstyle sp. z o.o.,jobs@objectstyle.com,"The company ObjectStyle is a software development company based in Poland. They offer a range of technical solutions for businesses worldwide, including software development, application frontends design, database management, cloud migration, and more. They have been providing services to the NHL since 2006. ObjectStyle operates in the computer systems design and related industries."
ODD INN Sp. z o.o.,marta.rogowska@chronospace.pl,"ODD INN Studio is a company based in Sopot, Poland. They specialize in digital innovation and automation projects. They have expertise in areas such as automation design and digital development. They are currently working on a project funded by the European Union. They also offer job opportunities and can be contacted via email."
Office Data Apps sp. z o.o.,company-jobs@office-data-apps.com,"Office Data Apps sp. z o.o. is a software development and marketing company that focuses on desktop and cloud office applications. They offer a portfolio of popular web resources and software products for Microsoft 365 and Google Workspace. Their main project, Ablebits.com, combines consumer and B2B software and solutions, including the Ultimate Suite for Microsoft Excel and Shared Email Templates. They are located in Łomianki, Poland and have working hours from"
OKE Poland Sp. z o.o.,rekrutacja@oke.pl,"Oke Software is an IT company that specializes in software for hybrid TV systems, Big Data, and AI. They have over 26 years of experience in the IT industry and offer a full range of services to help IT specialists, startups, and established companies. They create modern solutions based on the latest technological innovations."
OneSoil sp. z o.o.,people@onesoil.ao,"OneSoil is a company that specializes in digital agriculture and precision farming. They offer a free farming app that helps farmers remotely monitor crops, increase yields, and reduce seed and fertilizer costs. They provide satellite monitoring to track plant development and implement precision agriculture technologies. The app allows users to easily detect and analyze problematic areas in their fields using satellite images and vegetation indices. It also offers features such as note-taking, photo capturing, field sorting, and weather"
